Date,Department,Available_Beds,Occupied_Beds,Bed_Occupancy_Rate,Doctors_Planned,Doctors_On_Duty,Nurses_Planned,Nurses_On_Duty,Emergency_Admissions
2022-02-24,Neurology,36,30,0.8333,4,4,8,8,10
2022-02-24,Obstetrics,40,31,0.775,4,4,8,8,10
2022-02-24,Oncology,38,31,0.8158,4,4,8,8,4
2022-02-24,Orthopedics,48,38,0.7917,5,5,10,10,3
2022-02-24,Urology,30,23,0.7667,3,3,6,6,7
2022-02-25,Cardiology,44,39,0.8864,4,4,9,9,7
2022-02-25,General Surgery,42,33,0.7857,4,4,9,9,10
2022-02-25,Internal Medicine,64,62,0.9688,6,6,13,13,13
2022-02-25,Neurology,36,29,0.8056,4,4,8,8,4
2022-02-25,Obstetrics,40,31,0.775,4,4,8,8,7
2022-02-25,Oncology,38,35,0.9211,4,4,8,7,5
2022-02-25,Orthopedics,48,40,0.8333,5,5,10,10,7
2022-02-25,Urology,30,24,0.8,3,3,6,6,5
2022-02-26,Cardiology,44,35,0.7955,4,4,9,9,10
2022-02-26,General Surgery,42,32,0.7619,4,4,9,9,6
2022-02-26,Internal Medicine,64,53,0.8281,6,5,13,13,5
2022-02-26,Neurology,36,26,0.7222,4,4,8,8,5
2022-02-26,Obstetrics,40,26,0.65,4,4,8,8,3
2022-02-26,Oncology,38,29,0.7632,4,4,8,8,4
2022-02-26,Orthopedics,48,37,0.7708,5,5,10,10,0
2022-02-26,Urology,30,22,0.7333,3,3,6,6,8
2022-02-27,Cardiology,44,35,0.7955,4,4,9,9,7
2022-02-27,General Surgery,42,33,0.7857,4,3,9,9,6
2022-02-27,Internal Medicine,64,54,0.8438,6,6,13,13,3
2022-02-27,Neurology,36,23,0.6389,4,4,8,8,2
2022-02-27,Obstetrics,40,30,0.75,4,4,8,8,3
2022-02-27,Oncology,38,31,0.8158,4,4,8,8,5
2022-02-27,Orthopedics,48,32,0.6667,5,5,10,10,8
2022-02-27,Urology,30,21,0.7,3,3,6,6,3
2022-02-28,Cardiology,44,38,0.8636,4,4,9,9,7
2022-02-28,General Surgery,42,38,0.9048,4,4,9,8,4
2022-02-28,Internal Medicine,64,56,0.875,6,6,13,13,13
2022-02-28,Neurology,36,27,0.75,4,4,8,8,9
2022-02-28,Obstetrics,40,29,0.725,4,4,8,7,6
2022-02-28,Oncology,38,31,0.8158,4,4,8,8,4
2022-02-28,Orthopedics,48,37,0.7708,5,5,10,10,8
2022-02-28,Urology,30,22,0.7333,3,3,6,6,2
2022-03-01,Cardiology,44,36,0.8182,4,3,9,9,4
2022-03-01,General Surgery,42,34,0.8095,4,4,9,9,8
2022-03-01,Internal Medicine,64,59,0.9219,6,6,13,13,10
2022-03-01,Neurology,36,27,0.75,4,4,8,8,12
2022-03-01,Obstetrics,40,29,0.725,4,4,8,7,7
2022-03-01,Oncology,38,31,0.8158,4,4,8,8,5
2022-03-01,Orthopedics,48,39,0.8125,5,5,10,10,5
2022-03-01,Urology,30,26,0.8667,3,3,6,6,5
2022-03-02,Cardiology,44,40,0.9091,4,4,9,8,6
2022-03-02,General Surgery,42,36,0.8571,4,4,9,9,16
2022-03-02,Internal Medicine,64,53,0.8281,6,6,13,12,3
2022-03-02,Neurology,36,27,0.75,4,4,8,8,6
2022-03-02,Obstetrics,40,25,0.625,4,4,8,8,7
2022-03-02,Oncology,38,30,0.7895,4,4,8,7,3
2022-03-02,Orthopedics,48,35,0.7292,5,5,10,10,11
2022-03-02,Urology,30,23,0.7667,3,3,6,6,8
2022-03-03,Cardiology,44,36,0.8182,4,4,9,9,7
2022-03-03,General Surgery,42,32,0.7619,4,4,9,8,4
2022-03-03,Internal Medicine,64,53,0.8281,6,6,13,13,4
2022-03-03,Neurology,36,31,0.8611,4,4,8,7,7
2022-03-03,Obstetrics,40,27,0.675,4,4,8,8,4
2022-03-03,Oncology,38,33,0.8684,4,4,8,8,3
2022-03-03,Orthopedics,48,37,0.7708,5,5,10,10,7
2022-03-03,Urology,30,23,0.7667,3,3,6,6,9
2022-03-04,Cardiology,44,36,0.8182,4,4,9,9,12
2022-03-04,General Surgery,42,34,0.8095,4,4,9,9,9
2022-03-04,Internal Medicine,64,57,0.8906,6,5,13,13,13
2022-03-04,Neurology,36,28,0.7778,4,4,8,7,10
2022-03-04,Obstetrics,40,28,0.7,4,4,8,8,1
2022-03-04,Oncology,38,33,0.8684,4,4,8,8,6
2022-03-04,Orthopedics,48,36,0.75,5,5,10,10,3
2022-03-04,Urology,30,21,0.7,3,3,6,6,8
2022-03-05,Cardiology,44,36,0.8182,4,4,9,9,7
2022-03-05,General Surgery,42,33,0.7857,4,4,9,9,7
2022-03-05,Internal Medicine,64,56,0.875,6,6,13,13,9
2022-03-05,Neurology,36,30,0.8333,4,4,8,8,5
2022-03-05,Obstetrics,40,26,0.65,4,4,8,8,2
2022-03-05,Oncology,38,32,0.8421,4,4,8,8,7
2022-03-05,Orthopedics,48,35,0.7292,5,5,10,10,3
2022-03-05,Urology,30,20,0.6667,3,2,6,6,5
2022-03-06,Cardiology,44,35,0.7955,4,4,9,8,10
2022-03-06,General Surgery,42,35,0.8333,4,4,9,8,6
2022-03-06,Internal Medicine,64,54,0.8438,6,6,13,13,8
2022-03-06,Neurology,36,30,0.8333,4,4,8,8,3
2022-03-06,Obstetrics,40,25,0.625,4,4,8,8,3
2022-03-06,Oncology,38,33,0.8684,4,4,8,8,5
2022-03-06,Orthopedics,48,39,0.8125,5,5,10,10,3
2022-03-06,Urology,30,19,0.6333,3,3,6,6,10
2022-03-07,Cardiology,44,40,0.9091,4,4,9,8,11
2022-03-07,General Surgery,42,35,0.8333,4,3,9,9,5
2022-03-07,Internal Medicine,64,53,0.8281,6,6,13,13,8
2022-03-07,Neurology,36,27,0.75,4,4,8,7,9
2022-03-07,Obstetrics,40,30,0.75,4,4,8,8,7
2022-03-07,Oncology,38,33,0.8684,4,4,8,8,10
2022-03-07,Orthopedics,48,38,0.7917,5,5,10,10,7
2022-03-07,Urology,30,24,0.8,3,2,6,6,6
2022-03-08,Cardiology,44,35,0.7955,4,4,9,9,8
2022-03-08,General Surgery,42,32,0.7619,4,4,9,9,8
2022-03-08,Internal Medicine,64,56,0.875,6,6,13,12,7
2022-03-08,Neurology,36,29,0.8056,4,4,8,8,14
2022-03-08,Obstetrics,40,29,0.725,4,4,8,8,5
2022-03-08,Oncology,38,32,0.8421,4,4,8,8,6
2022-03-08,Orthopedics,48,40,0.8333,5,5,10,10,5
2022-03-08,Urology,30,22,0.7333,3,3,6,5,7
2022-03-09,Cardiology,44,36,0.8182,4,4,9,8,5
2022-03-09,General Surgery,42,36,0.8571,4,3,9,8,9
2022-03-09,Internal Medicine,64,54,0.8438,6,6,13,12,9
2022-03-09,Neurology,36,27,0.75,4,4,8,8,5
2022-03-09,Obstetrics,40,28,0.7,4,4,8,8,3
2022-03-09,Oncology,38,33,0.8684,4,4,8,8,8
2022-03-09,Orthopedics,48,36,0.75,5,5,10,10,4
2022-03-09,Urology,30,22,0.7333,3,3,6,6,7
2022-03-10,Cardiology,44,37,0.8409,4,4,9,9,5
2022-03-10,General Surgery,42,35,0.8333,4,4,9,9,7
2022-03-10,Internal Medicine,64,58,0.9062,6,6,13,13,4
2022-03-10,Neurology,36,26,0.7222,4,4,8,8,7
2022-03-10,Obstetrics,40,28,0.7,4,4,8,8,2
2022-03-10,Oncology,38,32,0.8421,4,4,8,8,6
2022-03-10,Orthopedics,48,36,0.75,5,5,10,10,5
2022-03-10,Urology,30,24,0.8,3,3,6,6,4
2022-03-11,Cardiology,44,37,0.8409,4,4,9,8,12
2022-03-11,General Surgery,42,31,0.7381,4,4,9,9,5
2022-03-11,Internal Medicine,64,62,0.9688,6,6,13,12,5
2022-03-11,Neurology,36,28,0.7778,4,4,8,8,3
2022-03-11,Obstetrics,40,29,0.725,4,4,8,8,6
2022-03-11,Oncology,38,29,0.7632,4,4,8,8,5
2022-03-11,Orthopedics,48,36,0.75,5,5,10,10,4
2022-03-11,Urology,30,24,0.8,3,3,6,6,4
2022-03-12,Cardiology,44,34,0.7727,4,4,9,9,9
2022-03-12,General Surgery,42,35,0.8333,4,4,9,8,9
2022-03-12,Internal Medicine,64,52,0.8125,6,6,13,13,7
2022-03-12,Neurology,36,28,0.7778,4,4,8,8,6
2022-03-12,Obstetrics,40,23,0.575,4,4,8,8,3
2022-03-12,Oncology,38,31,0.8158,4,4,8,8,5
2022-03-12,Orthopedics,48,35,0.7292,5,4,10,10,5
2022-03-12,Urology,30,20,0.6667,3,3,6,6,9
2022-03-13,Cardiology,44,38,0.8636,4,4,9,9,7
2022-03-13,General Surgery,42,33,0.7857,4,4,9,9,6
2022-03-13,Internal Medicine,64,57,0.8906,6,6,13,13,7
2022-03-13,Neurology,36,25,0.6944,4,4,8,7,7
2022-03-13,Obstetrics,40,27,0.675,4,4,8,8,5
2022-03-13,Oncology,38,29,0.7632,4,4,8,8,7
2022-03-13,Orthopedics,48,36,0.75,5,5,10,10,3
2022-03-13,Urology,30,22,0.7333,3,3,6,6,3
2022-03-14,Cardiology,44,40,0.9091,4,4,9,9,8
2022-03-14,General Surgery,42,31,0.7381,4,4,9,9,6
2022-03-14,Internal Medicine,64,57,0.8906,6,6,13,13,3
2022-03-14,Neurology,36,28,0.7778,4,4,8,8,6
2022-03-14,Obstetrics,40,31,0.775,4,3,8,8,4
2022-03-14,Oncology,38,30,0.7895,4,3,8,8,5
2022-03-14,Orthopedics,48,37,0.7708,5,5,10,10,9
2022-03-14,Urology,30,24,0.8,3,3,6,6,5
2022-03-15,Cardiology,44,39,0.8864,4,4,9,9,7
2022-03-15,General Surgery,42,33,0.7857,4,4,9,8,5
2022-03-15,Internal Medicine,64,59,0.9219,6,6,13,13,6
2022-03-15,Neurology,36,27,0.75,4,4,8,8,3
2022-03-15,Obstetrics,40,28,0.7,4,4,8,7,3
2022-03-15,Oncology,38,33,0.8684,4,4,8,8,10
2022-03-15,Orthopedics,48,36,0.75,5,5,10,10,5
2022-03-15,Urology,30,22,0.7333,3,3,6,6,5
2022-03-16,Cardiology,44,38,0.8636,4,4,9,9,7
2022-03-16,General Surgery,42,32,0.7619,4,4,9,9,8
2022-03-16,Internal Medicine,64,57,0.8906,6,6,13,13,15
2022-03-16,Neurology,36,31,0.8611,4,4,8,8,4
2022-03-16,Obstetrics,40,31,0.775,4,4,8,8,6
2022-03-16,Oncology,38,33,0.8684,4,4,8,8,7
2022-03-16,Orthopedics,48,37,0.7708,5,5,10,10,2
2022-03-16,Urology,30,24,0.8,3,3,6,6,4
2022-03-17,Cardiology,44,32,0.7273,4,4,9,9,9
2022-03-17,General Surgery,42,34,0.8095,4,4,9,9,14
2022-03-17,Internal Medicine,64,54,0.8438,6,6,13,13,3
2022-03-17,Neurology,36,29,0.8056,4,4,8,8,8
2022-03-17,Obstetrics,40,29,0.725,4,4,8,8,4
2022-03-17,Oncology,38,34,0.8947,4,4,8,8,3
2022-03-17,Orthopedics,48,38,0.7917,5,4,10,10,7
2022-03-17,Urology,30,22,0.7333,3,3,6,6,5
2022-03-18,Cardiology,44,39,0.8864,4,4,9,9,12
2022-03-18,General Surgery,42,33,0.7857,4,4,9,9,12
2022-03-18,Internal Medicine,64,56,0.875,6,6,13,13,5
2022-03-18,Neurology,36,28,0.7778,4,4,8,8,5
2022-03-18,Obstetrics,40,32,0.8,4,4,8,8,9
2022-03-18,Oncology,38,34,0.8947,4,4,8,8,9
2022-03-18,Orthopedics,48,35,0.7292,5,5,10,10,4
2022-03-18,Urology,30,23,0.7667,3,3,6,6,6
2022-03-19,Cardiology,44,39,0.8864,4,4,9,9,8
2022-03-19,General Surgery,42,32,0.7619,4,4,9,9,8
2022-03-19,Internal Medicine,64,51,0.7969,6,6,13,13,9
2022-03-19,Neurology,36,27,0.75,4,4,8,8,6
2022-03-19,Obstetrics,40,29,0.725,4,4,8,7,5
2022-03-19,Oncology,38,30,0.7895,4,4,8,8,4
2022-03-19,Orthopedics,48,34,0.7083,5,4,10,10,7
2022-03-19,Urology,30,21,0.7,3,3,6,6,6
2022-03-20,Cardiology,44,34,0.7727,4,4,9,9,3
2022-03-20,General Surgery,42,31,0.7381,4,4,9,9,8
2022-03-20,Internal Medicine,64,57,0.8906,6,6,13,13,3
2022-03-20,Neurology,36,24,0.6667,4,4,8,8,8
2022-03-20,Obstetrics,40,27,0.675,4,4,8,8,5
2022-03-20,Oncology,38,29,0.7632,4,4,8,8,2
2022-03-20,Orthopedics,48,31,0.6458,5,5,10,10,3
2022-03-20,Urology,30,19,0.6333,3,3,6,5,2
2022-03-21,Cardiology,44,38,0.8636,4,3,9,9,8
2022-03-21,General Surgery,42,34,0.8095,4,4,9,9,6
2022-03-21,Internal Medicine,64,55,0.8594,6,6,13,12,10
2022-03-21,Neurology,36,32,0.8889,4,4,8,8,8
2022-03-21,Obstetrics,40,27,0.675,4,4,8,8,4
2022-03-21,Oncology,38,31,0.8158,4,4,8,8,0
2022-03-21,Orthopedics,48,38,0.7917,5,5,10,10,3
2022-03-21,Urology,30,25,0.8333,3,3,6,6,6
2022-03-22,Cardiology,44,38,0.8636,4,4,9,9,4
2022-03-22,General Surgery,42,33,0.7857,4,4,9,9,6
2022-03-22,Internal Medicine,64,56,0.875,6,6,13,13,4
2022-03-22,Neurology,36,30,0.8333,4,4,8,8,8
2022-03-22,Obstetrics,40,30,0.75,4,4,8,8,5
2022-03-22,Oncology,38,31,0.8158,4,4,8,7,5
2022-03-22,Orthopedics,48,37,0.7708,5,5,10,10,8
2022-03-22,Urology,30,22,0.7333,3,2,6,6,4
2022-03-23,Cardiology,44,35,0.7955,4,4,9,9,10
2022-03-23,General Surgery,42,32,0.7619,4,4,9,9,7
2022-03-23,Internal Medicine,64,59,0.9219,6,6,13,13,5
2022-03-23,Neurology,36,29,0.8056,4,4,8,8,3
2022-03-23,Obstetrics,40,32,0.8,4,4,8,8,6
2022-03-23,Oncology,38,33,0.8684,4,4,8,8,9
2022-03-23,Orthopedics,48,39,0.8125,5,5,10,10,3
2022-03-23,Urology,30,22,0.7333,3,3,6,6,6
2022-03-24,Cardiology,44,38,0.8636,4,4,9,9,3
2022-03-24,General Surgery,42,32,0.7619,4,4,9,9,8
2022-03-24,Internal Medicine,64,53,0.8281,6,6,13,13,7
2022-03-24,Neurology,36,29,0.8056,4,4,8,8,5
2022-03-24,Obstetrics,40,29,0.725,4,4,8,7,2
2022-03-24,Oncology,38,33,0.8684,4,4,8,8,6
2022-03-24,Orthopedics,48,35,0.7292,5,5,10,10,3
2022-03-24,Urology,30,21,0.7,3,3,6,6,8
2022-03-25,Cardiology,44,39,0.8864,4,4,9,9,6
2022-03-25,General Surgery,42,35,0.8333,4,4,9,9,8
2022-03-25,Internal Medicine,64,55,0.8594,6,6,13,13,7
2022-03-25,Neurology,36,28,0.7778,4,4,8,8,7
2022-03-25,Obstetrics,40,30,0.75,4,4,8,7,4
2022-03-25,Oncology,38,32,0.8421,4,4,8,8,6
2022-03-25,Orthopedics,48,38,0.7917,5,5,10,10,3
2022-03-25,Urology,30,22,0.7333,3,3,6,6,10
2022-03-26,Cardiology,44,38,0.8636,4,4,9,9,6
2022-03-26,General Surgery,42,31,0.7381,4,4,9,9,5
2022-03-26,Internal Medicine,64,54,0.8438,6,6,13,13,5
2022-03-26,Neurology,36,28,0.7778,4,4,8,8,3
2022-03-26,Obstetrics,40,26,0.65,4,4,8,7,3
2022-03-26,Oncology,38,32,0.8421,4,4,8,8,5
2022-03-26,Orthopedics,48,33,0.6875,5,5,10,10,7
2022-03-26,Urology,30,21,0.7,3,3,6,6,7
2022-03-27,Cardiology,44,35,0.7955,4,4,9,9,3
2022-03-27,General Surgery,42,32,0.7619,4,4,9,9,15
2022-03-27,Internal Medicine,64,54,0.8438,6,6,13,13,5
2022-03-27,Neurology,36,26,0.7222,4,4,8,8,10
2022-03-27,Obstetrics,40,27,0.675,4,4,8,8,9
2022-03-27,Oncology,38,30,0.7895,4,4,8,8,6
2022-03-27,Orthopedics,48,36,0.75,5,5,10,10,9
2022-03-27,Urology,30,21,0.7,3,3,6,6,8
2022-03-28,Cardiology,44,38,0.8636,4,3,9,9,8
2022-03-28,General Surgery,42,34,0.8095,4,4,9,9,5
2022-03-28,Internal Medicine,64,55,0.8594,6,5,13,13,14
2022-03-28,Neurology,36,27,0.75,4,4,8,8,6
2022-03-28,Obstetrics,40,29,0.725,4,3,8,8,6
2022-03-28,Oncology,38,31,0.8158,4,4,8,7,5
2022-03-28,Orthopedics,48,39,0.8125,5,5,10,10,7
2022-03-28,Urology,30,24,0.8,3,3,6,6,4
2022-03-29,Cardiology,44,36,0.8182,4,4,9,9,8
2022-03-29,General Surgery,42,31,0.7381,4,4,9,8,3
2022-03-29,Internal Medicine,64,53,0.8281,6,5,13,13,12
2022-03-29,Neurology,36,28,0.7778,4,4,8,8,5
2022-03-29,Obstetrics,40,30,0.75,4,4,8,8,7
2022-03-29,Oncology,38,32,0.8421,4,3,8,8,1
2022-03-29,Orthopedics,48,39,0.8125,5,5,10,10,5
2022-03-29,Urology,30,22,0.7333,3,2,6,6,6
2022-03-30,Cardiology,44,37,0.8409,4,4,9,9,7
2022-03-30,General Surgery,42,34,0.8095,4,4,9,9,6
2022-03-30,Internal Medicine,64,55,0.8594,6,6,13,13,4
2022-03-30,Neurology,36,28,0.7778,4,3,8,8,11
2022-03-30,Obstetrics,40,29,0.725,4,4,8,8,6
2022-03-30,Oncology,38,29,0.7632,4,4,8,8,8
2022-03-30,Orthopedics,48,38,0.7917,5,5,10,10,5
2022-03-30,Urology,30,24,0.8,3,3,6,6,11
2022-03-31,Cardiology,44,35,0.7955,4,4,9,9,8
2022-03-31,General Surgery,42,32,0.7619,4,4,9,9,6
2022-03-31,Internal Medicine,64,59,0.9219,6,6,13,13,9
2022-03-31,Neurology,36,29,0.8056,4,4,8,8,7
2022-03-31,Obstetrics,40,28,0.7,4,4,8,8,4
2022-03-31,Oncology,38,33,0.8684,4,4,8,8,5
2022-03-31,Orthopedics,48,40,0.8333,5,5,10,10,5
2022-03-31,Urology,30,24,0.8,3,3,6,6,6
2022-04-01,Cardiology,44,35,0.7955,4,4,9,9,8
2022-04-01,General Surgery,42,36,0.8571,4,4,9,8,8
2022-04-01,Internal Medicine,64,54,0.8438,6,6,13,13,7
2022-04-01,Neurology,36,32,0.8889,4,4,8,7,5
2022-04-01,Obstetrics,40,30,0.75,4,4,8,7,7
2022-04-01,Oncology,38,32,0.8421,4,4,8,8,5
2022-04-01,Orthopedics,48,35,0.7292,5,5,10,10,6
2022-04-01,Urology,30,24,0.8,3,3,6,6,5
2022-04-02,Cardiology,44,32,0.7273,4,4,9,9,7
2022-04-02,General Surgery,42,35,0.8333,4,4,9,8,11
2022-04-02,Internal Medicine,64,53,0.8281,6,6,13,13,5
2022-04-02,Neurology,36,26,0.7222,4,4,8,8,6
2022-04-02,Obstetrics,40,25,0.625,4,4,8,8,6
2022-04-02,Oncology,38,31,0.8158,4,4,8,8,4
2022-04-02,Orthopedics,48,38,0.7917,5,5,10,9,4
2022-04-02,Urology,30,20,0.6667,3,3,6,6,4
2022-04-03,Cardiology,44,35,0.7955,4,4,9,9,7
2022-04-03,General Surgery,42,29,0.6905,4,4,9,9,1
2022-04-03,Internal Medicine,64,55,0.8594,6,6,13,13,9
2022-04-03,Neurology,36,27,0.75,4,4,8,7,9
2022-04-03,Obstetrics,40,27,0.675,4,4,8,8,3
2022-04-03,Oncology,38,27,0.7105,4,4,8,8,4
2022-04-03,Orthopedics,48,33,0.6875,5,5,10,10,0
2022-04-03,Urology,30,23,0.7667,3,3,6,6,4
2022-04-04,Cardiology,44,37,0.8409,4,4,9,8,6
2022-04-04,General Surgery,42,33,0.7857,4,3,9,9,7
2022-04-04,Internal Medicine,64,53,0.8281,6,6,13,13,9
2022-04-04,Neurology,36,33,0.9167,4,4,8,8,6
2022-04-04,Obstetrics,40,31,0.775,4,3,8,8,12
2022-04-04,Oncology,38,33,0.8684,4,4,8,8,5
2022-04-04,Orthopedics,48,40,0.8333,5,5,10,10,5
2022-04-04,Urology,30,24,0.8,3,3,6,5,7
2022-04-05,Cardiology,44,35,0.7955,4,4,9,8,6
2022-04-05,General Surgery,42,33,0.7857,4,4,9,9,20
2022-04-05,Internal Medicine,64,56,0.875,6,6,13,13,5
2022-04-05,Neurology,36,29,0.8056,4,4,8,8,9
2022-04-05,Obstetrics,40,28,0.7,4,4,8,8,5
2022-04-05,Oncology,38,33,0.8684,4,4,8,8,8
2022-04-05,Orthopedics,48,40,0.8333,5,5,10,10,3
2022-04-05,Urology,30,24,0.8,3,3,6,6,4
2022-04-06,Cardiology,44,33,0.75,4,3,9,9,5
2022-04-06,General Surgery,42,31,0.7381,4,4,9,9,12
2022-04-06,Internal Medicine,64,62,0.9688,6,6,13,12,9
2022-04-06,Neurology,36,29,0.8056,4,4,8,8,6
2022-04-06,Obstetrics,40,31,0.775,4,4,8,7,9
2022-04-06,Oncology,38,33,0.8684,4,4,8,8,3
2022-04-06,Orthopedics,48,38,0.7917,5,5,10,10,10
2022-04-06,Urology,30,20,0.6667,3,3,6,5,5
2022-04-07,Cardiology,44,34,0.7727,4,4,9,9,6
2022-04-07,General Surgery,42,32,0.7619,4,4,9,9,8
2022-04-07,Internal Medicine,64,50,0.7812,6,6,13,13,4
2022-04-07,Neurology,36,28,0.7778,4,4,8,8,4
2022-04-07,Obstetrics,40,28,0.7,4,4,8,8,1
2022-04-07,Oncology,38,30,0.7895,4,4,8,8,5
2022-04-07,Orthopedics,48,36,0.75,5,5,10,10,2
2022-04-07,Urology,30,21,0.7,3,3,6,6,3
2022-04-08,Cardiology,44,31,0.7045,4,4,9,8,7
2022-04-08,General Surgery,42,37,0.881,4,4,9,9,5
2022-04-08,Internal Medicine,64,54,0.8438,6,6,13,13,4
2022-04-08,Neurology,36,29,0.8056,4,4,8,8,7
2022-04-08,Obstetrics,40,30,0.75,4,4,8,8,4
2022-04-08,Oncology,38,33,0.8684,4,4,8,8,2
2022-04-08,Orthopedics,48,35,0.7292,5,5,10,10,1
2022-04-08,Urology,30,21,0.7,3,3,6,6,6
2022-04-09,Cardiology,44,35,0.7955,4,4,9,9,9
2022-04-09,General Surgery,42,34,0.8095,4,4,9,9,9
2022-04-09,Internal Medicine,64,49,0.7656,6,6,13,13,7
2022-04-09,Neurology,36,27,0.75,4,4,8,8,7
2022-04-09,Obstetrics,40,25,0.625,4,4,8,8,3
2022-04-09,Oncology,38,29,0.7632,4,4,8,8,5
2022-04-09,Orthopedics,48,34,0.7083,5,5,10,9,9
2022-04-09,Urology,30,19,0.6333,3,3,6,5,8
2022-04-10,Cardiology,44,32,0.7273,4,3,9,9,3
2022-04-10,General Surgery,42,33,0.7857,4,4,9,9,3
2022-04-10,Internal Medicine,64,55,0.8594,6,6,13,13,10
2022-04-10,Neurology,36,27,0.75,4,4,8,8,7
2022-04-10,Obstetrics,40,31,0.775,4,4,8,8,8
2022-04-10,Oncology,38,26,0.6842,4,4,8,8,4
2022-04-10,Orthopedics,48,35,0.7292,5,5,10,10,9
2022-04-10,Urology,30,21,0.7,3,3,6,6,6
2022-04-11,Cardiology,44,38,0.8636,4,4,9,9,6
2022-04-11,General Surgery,42,35,0.8333,4,4,9,9,9
2022-04-11,Internal Medicine,64,52,0.8125,6,5,13,13,6
2022-04-11,Neurology,36,25,0.6944,4,4,8,7,6
2022-04-11,Obstetrics,40,29,0.725,4,4,8,8,11
2022-04-11,Oncology,38,32,0.8421,4,4,8,8,3
2022-04-11,Orthopedics,48,40,0.8333,5,5,10,10,7
2022-04-11,Urology,30,22,0.7333,3,3,6,6,5
2022-04-12,Cardiology,44,34,0.7727,4,4,9,9,10
2022-04-12,General Surgery,42,37,0.881,4,4,9,9,11
2022-04-12,Internal Medicine,64,50,0.7812,6,6,13,13,2
2022-04-12,Neurology,36,26,0.7222,4,4,8,8,10
2022-04-12,Obstetrics,40,29,0.725,4,4,8,8,8
2022-04-12,Oncology,38,31,0.8158,4,4,8,8,6
2022-04-12,Orthopedics,48,34,0.7083,5,4,10,9,6
2022-04-12,Urology,30,25,0.8333,3,3,6,5,2
2022-04-13,Cardiology,44,31,0.7045,4,4,9,8,8
2022-04-13,General Surgery,42,32,0.7619,4,4,9,9,8
2022-04-13,Internal Medicine,64,56,0.875,6,6,13,13,6
2022-04-13,Neurology,36,28,0.7778,4,4,8,8,7
2022-04-13,Obstetrics,40,28,0.7,4,4,8,7,6
2022-04-13,Oncology,38,31,0.8158,4,4,8,8,6
2022-04-13,Orthopedics,48,39,0.8125,5,5,10,10,7
2022-04-13,Urology,30,20,0.6667,3,2,6,6,3
2022-04-14,Cardiology,44,39,0.8864,4,4,9,9,11
2022-04-14,General Surgery,42,33,0.7857,4,4,9,9,8
2022-04-14,Internal Medicine,64,52,0.8125,6,6,13,12,5
2022-04-14,Neurology,36,25,0.6944,4,4,8,8,8
2022-04-14,Obstetrics,40,26,0.65,4,4,8,7,6
2022-04-14,Oncology,38,30,0.7895,4,4,8,7,4
2022-04-14,Orthopedics,48,34,0.7083,5,5,10,10,3
2022-04-14,Urology,30,23,0.7667,3,3,6,6,6
2022-04-15,Cardiology,44,37,0.8409,4,4,9,8,8
2022-04-15,General Surgery,42,32,0.7619,4,4,9,9,5
2022-04-15,Internal Medicine,64,51,0.7969,6,6,13,13,5
2022-04-15,Neurology,36,28,0.7778,4,3,8,8,12
2022-04-15,Obstetrics,40,29,0.725,4,4,8,7,3
2022-04-15,Oncology,38,31,0.8158,4,4,8,8,7
2022-04-15,Orthopedics,48,34,0.7083,5,5,10,10,3
2022-04-15,Urology,30,21,0.7,3,2,6,6,4
2022-04-16,Cardiology,44,32,0.7273,4,3,9,9,5
2022-04-16,General Surgery,42,28,0.6667,4,4,9,9,5
2022-04-16,Internal Medicine,64,50,0.7812,6,6,13,13,7
2022-04-16,Neurology,36,27,0.75,4,4,8,8,8
2022-04-16,Obstetrics,40,26,0.65,4,4,8,8,5
2022-04-16,Oncology,38,32,0.8421,4,4,8,8,10
2022-04-16,Orthopedics,48,34,0.7083,5,5,10,10,7
2022-04-16,Urology,30,19,0.6333,3,3,6,6,6
2022-04-17,Cardiology,44,37,0.8409,4,4,9,9,3
2022-04-17,General Surgery,42,32,0.7619,4,4,9,9,11
2022-04-17,Internal Medicine,64,53,0.8281,6,6,13,13,5
2022-04-17,Neurology,36,29,0.8056,4,4,8,8,10
2022-04-17,Obstetrics,40,30,0.75,4,4,8,8,5
2022-04-17,Oncology,38,31,0.8158,4,4,8,8,4
2022-04-17,Orthopedics,48,35,0.7292,5,5,10,10,2
2022-04-17,Urology,30,21,0.7,3,3,6,6,4
2022-04-18,Cardiology,44,36,0.8182,4,4,9,9,5
2022-04-18,General Surgery,42,33,0.7857,4,4,9,9,7
2022-04-18,Internal Medicine,64,48,0.75,6,6,13,12,6
2022-04-18,Neurology,36,28,0.7778,4,4,8,8,14
2022-04-18,Obstetrics,40,32,0.8,4,4,8,8,6
2022-04-18,Oncology,38,31,0.8158,4,4,8,8,2
2022-04-18,Orthopedics,48,36,0.75,5,5,10,10,5
2022-04-18,Urology,30,21,0.7,3,2,6,6,11
2022-04-19,Cardiology,44,39,0.8864,4,3,9,9,8
2022-04-19,General Surgery,42,33,0.7857,4,4,9,9,3
2022-04-19,Internal Medicine,64,54,0.8438,6,6,13,13,5
2022-04-19,Neurology,36,27,0.75,4,4,8,8,4
2022-04-19,Obstetrics,40,26,0.65,4,4,8,8,13
2022-04-19,Oncology,38,35,0.9211,4,4,8,8,3
2022-04-19,Orthopedics,48,31,0.6458,5,5,10,10,7
2022-04-19,Urology,30,23,0.7667,3,3,6,6,10
2022-04-20,Cardiology,44,35,0.7955,4,4,9,8,8
